movie_id,title,tag
38356,Transformers: Dark of the Moon,action sciencefict adventur moon spacecraft traitor bodyguard alienplanet basedoncartoon transform giantrobot sabotag worddomin commando duringcreditssting shialabeouf johnmalkovich kenjeong michaelbay
217,Indiana Jones and the Kingdom of the Crystal Skull,adventur action savingtheworld riddl whip treasur mexicoc leatherjacket machinegun alienphenomenon mayacivil peru treasurehunt nuclearexplos refriger archaeologist indianajon archeolog harrisonford cateblanchett shialabeouf stevenspielberg
105864,The Good Dinosaur,adventur anim famili tyrannosaurusrex friend alternatehistori dinosaur fear storm natur human journey raymondochoa jackbright jeffreywright petersohn
62177,Brave,anim adventur comedi famili action fantasi scotland rebel braveri kingdom archer wish bear scot rebelliousdaught turnsintoanim archeri ruin aftercreditssting peaceoff womandirector courag 3d kellymacdonald juliewalt billyconnolli brendachapman
188927,Star Trek Beyond,action adventur sciencefict sequel strand hatr spaceopera chrispin zacharyquinto karlurban justinlin
10681,WALL·E,anim famili romanticcomedi benburtt elissaknight jeffgarlin andrewstanton
5174,Rush Hour 3,action comedi crime thriller ambassador christuck jackiechan hiroyukisanada brettratn
14161,2012,action adventur sciencefict civil naturaldisast endoftheworld disast apocalyps destruct volcanicerupt mayan ark solar destructionofmankind johncusack amandapeet chiwetelejiofor rolandemmerich
17979,A Christmas Carol,anim drama holiday basedonnovel victorianengland money christmasev scroog christmascarol ghost lesson charlesdicken christma garyoldman jimcarrey stevevalentin robertzemecki
76757,Jupiter Ascending,sciencefict fantasi action adventur jupit space womandirector 3d interspeciesrom milakuni channingtatum seanbean lillywachowski
258489,The Legend of Tarzan,action adventur africa feralchild tarzan jungl animalattack alexanderskarsgård margotrobbi christophwaltz davidy
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",adventur famili fantasi savingtheworld witch basedonnovel brothersisterrelationship selfsacrific winter cupboard beaver lion fairy-talefigur battl narnia fantasyworld duringcreditssting williammoseley annapopplewel skandarkeyn andrewadamson
246655,X-Men: Apocalypse,sciencefict mutant supernaturalpow marvelcom superhero basedoncomicbook superhuman apocalyps superheroteam worlddomin aftercreditssting 1980 jamesmcavoy michaelfassbend jenniferlawr bryansing
155,The Dark Knight,drama action crime thriller dccomic crimefight secretident scarecrow sadism chao gothamc vigilant joker superhero basedoncomicbook tragichero organizedcrim criminalmastermind districtattorney imax supervillain superpow batman christianbal heathledg aaroneckhart christophernolan
14160,Up,anim comedi famili adventur agediffer centralandsouthamerica balloon anim floatingintheair duringcreditssting explor edasn christopherplumm jordannagai petedoct
15512,Monsters vs Aliens,anim famili adventur sciencefict alien giantrobot duringcreditssting sethrogen reesewitherspoon hughlauri conradvernon
1726,Iron Man,action sciencefict adventur middleeast armsdeal malibu marvelcom superhero basedoncomicbook tonystark ironman aftercreditssting marvelcinematicunivers counterterror agentcoulson robertdowneyjr. terrencehoward jeffbridg jonfavreau
44826,Hugo,adventur drama famili librari clock filmdirector key toy boy love orphan robot automaton hide filmmak legbrac doberman 3d benkingsley sachabaroncohen asabutterfield martinscorses
8487,Wild Wild West,action adventur comedi sciencefict western steampunk basedontvseri steamlocomot drag willsmith kevinklin kennethbranagh barrysonnenfeld
1735,The Mummy: Tomb of the Dragon Emperor,adventur action fantasi brendanfras jetli johnhannah robcohen
297761,Suicide Squad,action adventur crime fantasi sciencefict dccomic sharedunivers antihero secretmiss villain superhero supervillain dcextendedunivers willsmith margotrobbi joelkinnaman daviday
2698,Evan Almighty,fantasi comedi famili fathersonrelationship dailylif marriedcoupl support father marriag faith baustel rescu anim natur duringcreditssting noah'sark stevecarel laurengraham johngoodman tomshadyac
137113,Edge of Tomorrow,action sciencefict dejavu timewarp restart dystopia war alien militaryoffic soldier alieninvas exoskeleton tomcruis emilyblunt brendangleeson dougliman
9804,Waterworld,adventur action ocean tattoo mutant water dystopia doomsday kevincostn chaimgirafi rickavil kevinreynold
14869,G.I. Joe: The Rise of Cobra,adventur action thriller sciencefict terrorist secret hostag technolog warhead govern presid reveng murder attack explos scientist laser evil cobra dennisquaid channingtatum marlonwayan stephensomm
150540,Inside Out,drama comedi anim famili dream cartoon imaginaryfriend anim famili move kid unicorn duringcreditssting 3d emot amypoehl phyllissmith richardkind petedoct
278927,The Jungle Book,famili adventur drama fantasi basedonnovel snake wolf eleph tiger feralchild panther remak bear jungl talkinganim orphan anim talkingtoanim neelsethi billmurray benkingsley jonfavreau
10138,Iron Man 2,adventur action sciencefict malibu marvelcom superhero basedoncomicbook reveng aftercreditssting marvelcinematicunivers robertdowneyjr. gwynethpaltrow doncheadl jonfavreau
58595,Snow White and the Huntsman,adventur fantasi drama queen magic fairytal immort forest decept woman eternalyouth snowwhit evilqueen evilstepmoth imprison sorceress kristenstewart charlizetheron chrishemsworth rupertsand
102651,Maleficent,fantasi adventur action famili romanc fairytal villain sleepingbeauti darkfantasi basedonfairytal adapt retel literaryadapt 3d angelinajoli ellefan sharltocopley robertstromberg
119450,Dawn of the Planet of the Apes,sciencefict action drama thriller leader coloni post-apocalypt dystopia forest sequel wood ape scientist monkey medicalresearch animalattack plagu 3d andyserki jasonclark garyoldman mattreev
79698,The Lovers,action adventur sciencefict romanc joshhartnett simonekessel tamsinegerton rolandjoffé
64686,47 Ronin,drama action adventur fantasi japan suicid samurai basedontruestori samuraisword ronin shogun halfbre 3d keanureev hiroyukisanada koushibasaki carlrinsch
100402,Captain America: The Winter Soldier,action adventur sciencefict washingtond.c. futur shield marvelcom superhero basedoncomicbook captainamerica aftercreditssting duringcreditssting marvelcinematicunivers 3d politicalthril chrisevan samuell.jackson scarlettjohansson anthonyrusso
10192,Shrek Forever After,comedi adventur fantasi anim famili ogr 3d mikemy eddiemurphi camerondiaz mikemitchel
158852,Tomorrowland,adventur famili mysteri sciencefict inventor apocalyps destini imax dreamer futuristiccar futuristicc brittrobertson georgeclooney raffeycassidi bradbird
177572,Big Hero 6,adventur famili anim action comedi brotherbrotherrelationship hero talent reveng bestfriend anotherdimens robot boygeniu hate aftercreditssting moraldilemma 3d teensuperhero deadbroth scottadsit ryanpott danielhenney chriswilliam
82690,Wreck-It Ralph,famili anim comedi adventur supportgroup productplac bulli race arcad medal selfesteem curios precociouschild aftercreditssting duringcreditssting firstpersonshoot glitch carefre videogam q*bert interruptedwed socialreject johnc.reilli sarahsilverman jackmcbray richmoor
5255,The Polar Express,adventur anim famili fantasi santaclau nerd faith gift bell beard northpol chute trestl ticket christma tomhank michaeljet nonagay robertzemecki
47933,Independence Day: Resurgence,action adventur sciencefict alternatehistori alieninvas liamhemsworth jeffgoldblum billpullman rolandemmerich
10191,How to Train Your Dragon,fantasi adventur anim famili fli blacksmith arena island night ship train villag forest vike friendship ignor flight nest dragon battl combat well warrior jaybaruchel gerardbutl craigferguson chrissand
296,Terminator 3: Rise of the Machines,action thriller sciencefict savingtheworld artificialintellig manvsmachin cyborg killerrobot sunglass leatherjacket nanotechnolog rocketlaunch firemen veterinarian fireengin dystopia psychiatrist arnoldschwarzenegg nickstahl clairedan jonathanmostow
118340,Guardians of the Galaxy,action sciencefict adventur marvelcom spaceship space outerspac orphan adventur aftercreditssting duringcreditssting marvelcinematicunivers chrispratt zoesaldana davebautista jamesgunn
157336,Interstellar,adventur drama sciencefict savingtheworld artificialintellig fathersonrelationship singlepar nasa expedit wormhol spacetravel famin blackhol dystopia raceagainsttim quantummechan spaceship space rescu familyrelationship farmhous robot astronaut scientist fatherdaughterrelationship singlefath farmer spacest imax astrophys zerograv courag timeparadox rel matthewmcconaughey jessicachastain annehathaway christophernolan
27205,Inception,action thriller sciencefict mysteri adventur lossoflov dream kidnap sleep subconsci heist redempt femalehero leonardodicaprio josephgordon-levitt ellenpag christophernolan
315011,Shin Godzilla,action adventur drama horror sciencefict monster godzilla giantmonst destruct kaiju toyko hirokihasegawa yutakatakenouchi satomiishihara hideakianno
49051,The Hobbit: An Unexpected Journey,adventur fantasi action riddl elv dwarv orc middle-earth(tolkien) hobbit mountain wizard journey ring goblin courag giant tunnel undergroundlak buriedtreasur climbingatre invis ancient gnome ianmckellen martinfreeman richardarmitag peterjackson
9799,The Fast and the Furious,action crime thriller streetgang carrac undercov auto-tun losangel car automobilerac aftercreditssting duringcreditssting paulwalk vindiesel michellerodriguez robcohen
4922,The Curious Case of Benjamin Button,fantasi drama thriller mysteri romanc diari navi funer tea travel hospit cateblanchett bradpitt tildaswinton davidfinch
49538,X-Men: First Class,action sciencefict adventur cia mutant mine marvelcom superhero basedoncomicbook superhuman historicalfict nuclearwar cubanmissilecrisi worldwariii 1960 jamesmcavoy michaelfassbend jenniferlawr matthewvaughn
131634,The Hunger Games: Mockingjay - Part 2,action adventur sciencefict revolut strongwoman dystopia gameofdeath 3d basedonyoungadultnovel jenniferlawr joshhutcherson liamhemsworth francislawr
27022,The Sorcerer's Apprentice,fantasi adventur action comedi drama witch fire wolf fountain magic book castl water apprentic train merlin love mission sorcer dragon aftercreditssting apprendista morgana nicolascag jaybaruchel monicabellucci jonturteltaub
503,Poseidon,adventur action drama thriller newyear'sev fire drown cataclysm lossoffath atlanticocean ball self-abandon shipwreck giantwav blackout ship daughter singl escap capsizedship kurtrussel richarddreyfuss joshluca wolfgangpetersen
241259,Alice Through the Looking Glass,fantasi basedonnovel clock queen sequel aliceinwonderland darkfantasi madhatt 3d johnnydepp miawasikowska annehathaway jamesbobin
810,Shrek the Third,fantasi adventur anim comedi famili ambush sad stage liberationofprison island traitor shipwreck princ ship donkey kingdom theatreplay transform concili trick heirtothethron assault boardingschool coupd'etat teacher bestfriend dragon cowardli pregnanc captur duringcreditssting mikemy eddiemurphi camerondiaz chrismil
68735,Warcraft,action adventur fantasi videogam elv orc magic chase basedoncomicbook sorcer fictionalwar basedonvideogam wizard fictionallanguag muscl orc swordandsorceri paulapatton travisfimmel benfost duncanjon
87101,Terminator Genisys,sciencefict action thriller adventur savingtheworld artificialintellig cyborg killerrobot futur timetravel dystopia sequel fiction duringcreditssting 3d arnoldschwarzenegg jasonclark emiliaclark alantaylor
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,adventur famili fantasi basedonnovel magic goodvsevil king narnia fantasyworld knifeheldtothroat snow quest skandarkeyn georgiehenley simonpegg michaelapt
676,Pearl Harbor,histori romanc war nurs patriot hawaii worldwarii pilot pearlharbor u.s.airforc airplan war armi love pin-up benaffleck joshhartnett katebeckinsal michaelbay
1858,Transformers,adventur sciencefict action destroy transform alien basedontoy transform robot duringcreditssting teenagehero shialabeouf joshduhamel meganfox michaelbay
1966,Alexander,war histori action adventur drama romanc aristotl egypt greec persia eleph campaign alexanderthegreat homosexu gayrelationship ancientworld colinfarrel angelinajoli valkilm oliverston
675,Harry Potter and the Order of the Phoenix,adventur fantasi famili mysteri propheci witch lossoflov magic cuttingthecord childhero dyinganddeath broom sorcerer'sapprentic schoolofwitchcraft blackmag deathofafriend sorceri occult danielradcliff rupertgrint emmawatson davidy
674,Harry Potter and the Goblet of Fire,adventur fantasi famili magic dyinganddeath broom sorcerer'sapprentic schoolofwitchcraft chosenon blackmag boardingschool vision tournament teenag wizard teenagehero basedonyoungadultnovel danielradcliff rupertgrint emmawatson mikenewel
8960,Hancock,fantasi action fli alcohol loveofone'slif forbiddenlov lover affect advertisingexpert alcohol invulner superhero poki duringcreditssting willsmith charlizetheron jasonbateman peterberg
6479,I Am Legend,drama horror action thriller sciencefict savingtheworld lostcivilis post-apocalypt dystopia matteroflifeanddeath alon helpless viru pandem willsmith alicebraga charlietahan francislawr
118,Charlie and the Chocolate Factory,adventur comedi famili fantasi londonengland fathersonrelationship chocol factorywork basedonnovel parentskidsrelationship candi overweightchild grandfathergrandsonrelationship teacher johnnydepp freddiehighmor davidkelli timburton
2062,Ratatouille,anim comedi famili fantasi pari brotherbrotherrelationship expensiverestaur river cook mous confid roof window leavingone'sfamili work restaurantcrit kitchen spice court cookbook famili chef rat pattonoswalt ianholm louromano janpinkava
272,Batman Begins,action crime drama himalaya martialart dccomic crimefight secretident undercov hero lossoffath societi gothamc vigilant superhero basedoncomicbook rivalri tragichero ninja goodvsevil crime superpow hauntedbythepast evildoctor escapad mastervillain fightingcrim unfulfil loveandrom unfulfilledlov christianbal michaelcain liamneeson christophernolan
10527,Madagascar: Escape 2 Africa,famili anim africa jealousi danc hunger lion zoo hippopotamu chimp penguin volcano madagascar airplan zebra sequel shark imax duringcreditssting benstil jadapinkettsmith davidschwimm ericdarnel
18360,Night at the Museum: Battle of the Smithsonian,adventur fantasi action comedi famili museum theodoreroosevelt duringcreditssting ameliaearhart smithsonian benstil amyadam owenwilson shawnlevi
2080,X-Men Origins: Wolverine,adventur action thriller sciencefict corrupt mutant boxer armi marvelcom superhero aftercreditssting duringcreditssting hughjackman lievschreib dannyhuston gavinhood
605,The Matrix Revolutions,adventur action thriller sciencefict savingtheworld artificialintellig manvsmachin fli philosophi fortunetel kungfu undergroundworld killerrobot templ subway dream sun hero fight sunlight computerviru key futur precognit supercomput machinetown yingyang dyinganddeath virtualr dystopia comput faith worldreligion truth rescu mission cyberpunk womandirector yinyang gnostic keanureev laurencefishburn carrie-annemoss lillywachowski
109445,Frozen,anim adventur famili queen music princess betray snowman anim reindeer curs snow troll mountainclimb aftercreditssting womandirector 3d kristenbel idinamenzel jonathangroff chrisbuck
604,The Matrix Reloaded,adventur action thriller sciencefict savingtheworld artificialintellig manvsmachin martialart kungfu undergroundworld dream hero fight computerviru key futur plato precognit rave dyinganddeath virtualr dystopia comput faith worldreligion truth mission cyberpunk womandirector gnostic keanureev carrie-annemoss laurencefishburn lillywachowski
76338,Thor: The Dark World,action adventur fantasi marvelcom superhero basedoncomicbook hostiletakeov norsemytholog aftercreditssting duringcreditssting marvelcinematicunivers 3d asgard chrishemsworth natalieportman tomhiddleston alantaylor
76341,Mad Max: Fury Road,action adventur sciencefict thriller futur chase post-apocalypt dystopia australia rescu surviv ontherun convoy peakoil darkfutur tomhardi charlizetheron nicholashoult georgemil
13448,Angels & Demons,thriller mysteri rome vatican basedonnovel symbol christian illuminati quantummechan prequel antimatt conspiraci investig catholic cern tomhank ewanmcgregor ayeletzur ronhoward
10195,Thor,adventur fantasi action newmexico banish shield marvelcom hammer superhero basedoncomicbook redempt norsemytholog aftercreditssting marvelcinematicunivers 3d asgard odin heimdal chrishemsworth natalieportman tomhiddleston kennethbranagh
13053,Bolt,anim famili adventur comedi hamster kidsandfamili anim catvsdog duringcreditssting dogcatfriendship animallead girldogrelationship johntravolta mileycyru susieessman chriswilliam
19585,G-Force,fantasi action adventur famili comedi dyr duringcreditssting samrockwel penélopecruz tracymorgan hoytyeatman
57165,Wrath of the Titans,adventur underworld hade mytholog greekmytholog zeu perseu god ancientgreec basedongreekmyth are 3d samworthington liamneeson ralphfienn jonathanliebesman
62213,Dark Shadows,comedi fantasi witch imprison vampir curs fishoutofwat chain gothic mad oldhous lostlov angrymob 18thcenturi ghost hiddenroom oldmans johnnydepp michellepfeiff helenabonhamcart timburton
177677,Mission: Impossible - Rogue Nation,action adventur thriller londonengland spi austria villain sequel mission conspiraci viennaopera vienna tomcruis rebeccaferguson simonpegg christophermcquarri
7978,The Wolfman,drama horror thriller fathersonrelationship victorianengland remak ruralset werewolf beniciodeltoro anthonyhopkin emilyblunt joejohnston
5559,Bee Movie,famili anim adventur comedi factorywork tenni flower florist flowershop pilot colleg airplan beehiv court aftercreditssting jerryseinfeld renéezellweg jimcum stevehickn
49444,Kung Fu Panda 2,anim famili martialart hope fleet panda mission womandirector jackblack angelinajoli dustinhoffman jenniferyuhnelson
10196,The Last Airbender,action adventur famili fantasi fire ice warship princ kingdom water villag arrest remak attack avatar air spirit world domin cheer noahring nicolapeltz jacksonrathbon m.nightshyamalan
956,Mission: Impossible III,adventur action thriller berlin cia vatican whitehous secretident secret explos mobilephon map traitor mask honeymoon shanghai pretendedmurd secretmiss letter funer coveredinvestig toshootdead secretag video stamp harddriv e-mail decipher suitcas comput reveng murder mission hospit duel disguis celebr goodandbad researchlaboratori blast tomcruis philipseymourhoffman vingrham j.j.abram
117251,White House Down,action drama thriller usapresid conspiraci secretservic thewhitehous channingtatum jamiefoxx joeyk rolandemmerich
50321,Mars Needs Moms,adventur anim famili boy alien rescu martian alienabduct alieninvas basedonchildren'sbook duringcreditssting sethgreen joancusack danfogl simonwel
11619,Flushed Away,adventur anim comedi famili londonengland underworld return ship frog girlfriend rubin hughjackman katewinslet ianmckellen davidbow
266647,Pan,adventur famili fantasi fli magic fairytal peterpan mermaid pirat fantasyworld levimil garretthedlund hughjackman joewright
82703,Mr. Peabody & Sherman,anim adventur famili fathersonrelationship egypt intellig adopt timetravel boy childprodigi friendship growingup children talkinganim talkingdog dog firstlov ancientegypt timetravel duringcreditssting newschool georgewashington gag troubl timeparadox prodigi tyburrel maxcharl arielwint robminkoff
652,Troy,adventur drama war brotherbrotherrelationship adulteri mytholog beauti trojanwar braveri wall fraud hostil epic swordfight battlefield ancientworld pyre ancientgreec trojanhors trojan bronzeag spartagreec helenoftroy homer'siliad bradpitt orlandobloom ericbana wolfgangpetersen
80321,Madagascar 3: Europe's Most Wanted,anim famili madagascar 3d benstil sachabaroncohen davidschwimm conradvernon
36669,Die Another Day,adventur action thriller laser britishsecretservic secretserviceag spacebasedweapon piercebrosnan halleberri rosamundpik leetamahori
43074,Ghostbusters,action fantasi comedi femalefriendship ghosthunt reboot ghost melissamccarthi kristenwiig katemckinnon paulfeig
95,Armageddon,action thriller sciencefict adventur savingtheworld pari moon cataclysm asteroid selfsacrific nasa spacemarin lossoffath daughter space wed astronaut eiffeltowerpari duringcreditssting disastermovi spacecentr brucewilli billybobthornton benaffleck michaelbay
608,Men in Black II,action adventur comedi sciencefict savingtheworld secretident sunglass undercov spacemarin illegalimmigr deport newident flyingsauc light firearm alien fictionalgovernmentag tommyleejon willsmith riptorn barrysonnenfeld
2310,Beowulf,adventur action anim denmark nordicmytholog lie prideandvan folkhero humanweak vike alien festivalhal sin royalti curs battl ancientworld adultanim motioncaptur raywinston angelinajoli anthonyhopkin robertzemecki
140300,Kung Fu Panda 3,action adventur anim comedi famili china martialart kungfu villag panda sequel talkinganim anthropomorph dragon ancientchina wuxia womandirector jackblack bryancranston dustinhoffman jenniferyuhnelson
56292,Mission: Impossible - Ghost Protocol,action thriller adventur fight sequel mission explos brokenarm imax nuclearthreat tomcruis jeremyrenn simonpegg bradbird
81188,Rise of the Guardians,fantasi anim famili dream santaclau nightmar easterbunni toothfairi jackfrost sandman duringcreditssting chrispin alecbaldwin judelaw peterramsey
